_unit_id,_golden,_canary,_unit_state,_trusted_judgments,_last_judgment_at,business_category,business_category:confidence,description_available,description_available:confidence,website_match_yn,website_match_yn:confidence,orig__canary,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,billing_country,business_category_gold,business_name,description_available_gold,google1_correct_website,google1_correct_website_found,google1_correct_website_found_gold,google1_correct_website_foundconfidence,google1_correct_website_gold,google1_correct_website_worker_input,google1_correct_website_worker_inputconfidence,google1_correct_websiteconfidence,website,website_match_yn_gold
474824184,FALSE,,finalized,3,6/3/14 15:04,Other,0.6498,yes,1,website_yes_match,1,,FALSE,5/28/14 20:40,4,470787400,finalized,United States,,10th Degree,,http://10thdegree.com/,yes,,1,,http://www.10thdegree.com/,0.5152,1,http://10thdegree.com,
474824185,FALSE,,finalized,3,6/4/14 8:17,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 17:49,3,470787405,finalized,United States,,1-800-DENTIST,,http://1800dentist.com/,yes,,1,,http://www.1800dentist.com/,0.6667,1,1800dentist.com,
474824186,FALSE,,finalized,3,6/4/14 13:53,Retail,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:19,3,470787406,finalized,United States,,1-800- PetMeds,,http://1800petmeds.com/,yes,,1,,http://www.1800petmeds.com/,0.3636,1,www.1800petmeds.com,
474824187,FALSE,,finalized,3,6/4/14 23:48,Retail,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:36,3,470787408,finalized,Germany,,21 Diamonds GmbH - Germany,,http://21diamonds.de/,yes,,1,,http://www.21diamonds.de/,0.6667,0.6667,,
474824188,FALSE,,finalized,3,6/4/14 7:36,Financial Services,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:50,3,470787409,finalized,United States,,21st Century Insurance Company,,http://21st.com/,yes,,1,,http://www.21st.com/,0.6667,1,http://www.21st.com/,
474824189,FALSE,,finalized,3,6/4/14 15:19,Other,0.6804,yes,1,website_yes_match,1,,FALSE,5/28/14 21:18,3,470787410,finalized,United States,,22squared - Atlanta,,http://22squared.com/,yes,,1,,http://www.22squared.com/,0.64,1,http://www.22squared.com/,
474824190,FALSE,,finalized,3,6/4/14 14:10,Other,0.6842,yes,1,website_yes_match,1,,FALSE,5/28/14 19:23,3,470787411,finalized,United States,,22squared - Tampa,,http://22squared.com/,yes,,1,,http://www.22squared.com/,0.6667,1,www.22squared.com,
474824191,FALSE,,finalized,3,6/4/14 15:45,Other,0.7162,yes,1,website_yes_match,1,,FALSE,5/28/14 19:52,3,470787414,finalized,Germany,,24gorillaz - Germany,,http://24gorillaz.com/,yes,,1,,http://www.24gorillaz.com/,0.6923,1,,
474824192,FALSE,,finalized,3,6/2/14 21:48,Other,0.6549,yes,1,website_yes_match,1,,FALSE,5/28/14 19:29,3,470787415,finalized,Italy,,24Media S.r.l. - Italy,,http://24media.it/,yes,,1,,http://www.24media.it/,0.6538,1,http://www.24media.it/,
474824193,FALSE,,finalized,3,6/4/14 20:40,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:11,3,470787416,finalized,Germany,,24typo - B?rger & Hustedt GbR - Germany,,http://24typo.de/,yes,,0.7158,,http://www.24typo.de/,0.2712,0.7158,www.24typo.de,
474824194,FALSE,,finalized,3,6/4/14 14:02,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:55,4,470787418,finalized,France,,27terweb-France,,http://27terweb.com/,yes,,0.5143,,http://www.27terweb.com/,0.2645,0.5143,http://27terweb.com/,
474824195,FALSE,,finalized,3,6/2/14 21:38,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:10,3,470787421,finalized,Austria,,2woa communication gmbh - Austria,,http://2woa.at/,yes,,1,,http://www.2woa.at/,0.6667,1,www.2woa.at,
474824196,FALSE,,finalized,3,6/3/14 14:01,Other,0.6571,yes,1,website_yes_match,1,,FALSE,5/28/14 17:50,3,470787423,finalized,United States,,360i - New York,,http://360i.com/,yes,,1,,http://www.360i.com/,0.6763,1,www.360i.com,
474824197,FALSE,,finalized,3,6/4/14 11:41,Financial Services,0.3846,yes,1,website_yes_match,1,,FALSE,5/28/14 18:33,4,470787425,finalized,Germany,,37 Grad B?ro f?r Livekommunikation GmbH - Germany,,http://37-grad.de/,yes,,0.75,,http://www.37-grad.de/,0.375,0.75,www.37-grad.de,
474824198,FALSE,,finalized,3,6/3/14 13:43,Retail,1,yes,1,website_yes_match,1,,FALSE,5/28/14 17:40,3,470787426,finalized,,,3 Day Blinds,,http://3dayblinds.com/,yes,,1,,http://www.3dayblinds.com/,0.6538,1,www.3dayblinds.com,
474824199,FALSE,,finalized,3,6/4/14 22:53,Retail,0.6551,yes,1,website_yes_match,1,,FALSE,5/28/14 21:03,3,470787427,finalized,United States,,3-Day Blinds,,http://3dayblinds.com/,yes,,1,,http://www.3dayblinds.com/,0.68,1,www.3dayblinds.com,
474824200,FALSE,,finalized,3,6/4/14 7:37,Retail,0.6676,yes,1,website_yes_match,1,,FALSE,5/28/14 19:21,3,470789355,finalized,United Kingdom,,Dassault Syst•À_mes - United Kingdom,,http://3ds.com/,yes,,0.6923,,http://www.3ds.com/,0.4793,0.6923,,
474824201,FALSE,,finalized,3,6/4/14 14:17,Retail,0.7154,yes,1,website_yes_match,1,,FALSE,5/28/14 21:33,3,470787433,finalized,France,,3suisses - France,,http://3suisses.fr/,yes,,1,,http://www.3suisses.fr,0.36,0.68,,
474824202,FALSE,,finalized,3,6/3/14 16:32,Other,0.6148,yes,1,website_yes_match,1,,FALSE,5/28/14 21:02,3,470787435,finalized,Switzerland,,3w-publishing ag - Die marketingorientierte Web & Corporate Design Agentur - Switzerland,,http://3w-publishing.ch/,yes,,0.6538,,http://www.3w-publishing.ch/,0.2263,0.6538,www.3w-publishing.ch,
474824203,FALSE,,finalized,3,6/4/14 9:44,Retail,0.335,yes,1,website_yes_match,1,,FALSE,5/28/14 20:16,3,470787438,finalized,United States,,4INFO,,http://4info.com/,yes,,1,,http://www.4info.com/,0.6667,1,http://www.4info.com/,
474824204,FALSE,,finalized,3,6/4/14 21:54,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:43,3,470794014,finalized,United States,,Six Foot Studios,,http://6ft.com/,yes,,1,,http://www.6ft.com/,0.6667,0.6667,6ft.com,
474824205,FALSE,,finalized,3,6/4/14 19:55,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:15,3,470787442,finalized,United States,,72andSunny,,http://72andsunny.com/,yes,,1,,http://www.72andsunny.com/,0.6957,1,http://www.72andsunny.com,
474824206,FALSE,,finalized,3,6/4/14 8:15,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:50,3,470787446,finalized,Germany,,888.com - Germany,,http://de.888.com/,yes,,0.6923,,http://www.888.com/,0.2396,0.3462,888.com,
474824207,FALSE,,finalized,3,6/3/14 10:10,Travel,0.7097,yes,1,website_yes_match,1,,FALSE,5/28/14 19:38,3,470787448,finalized,Germany,,9flats GmbH - Germany,,http://9flats.com/,yes,,1,,http://www.9flats.com/,0.6522,1,9falts.com,
474824208,FALSE,,finalized,3,6/3/14 19:14,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:50,3,470787812,finalized,United States,,Allen & Gerritsen,,http://a-g.com/,yes,,1,,http://www.a-g.com/,0.6538,1,http://www.a-g.com/,
474824209,FALSE,,finalized,3,6/4/14 8:08,Retail,0.6532,yes,1,website_yes_match,1,,FALSE,5/28/14 20:58,3,470787457,finalized,Germany,,A1 Telekom - Germany,,http://a1.net/,yes,,1,,http://www.a1.net/,0.6667,0.6667,,
474824210,FALSE,,finalized,3,6/4/14 13:26,Travel,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:25,3,470787928,finalized,United States,,AMR Corporation,,http://aa.com/international/internationalSplashAccess.do?countryCodeForIP=MK,yes,,0.6923,,http://www.aa.com/international/internationalSplashAccess.do?countryCodeForIP=MK,0.2396,0.3462,www.aa.com,
474824211,FALSE,,finalized,3,6/4/14 19:45,Retail,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:22,3,470787461,finalized,United States,,Aaron's,,http://aarons.com/,yes,,1,,http://www.aarons.com/,1,1,http://www.aarons.com/,
474824212,FALSE,,finalized,3,6/4/14 13:26,Travel,0.3455,yes,1,website_yes_match,1,,FALSE,5/28/14 18:02,3,470787462,finalized,United States,,AARP,,http://aarp.org/,yes,,1,,http://www.aarp.org/,0.6667,1,www.aarp.org,
474824213,FALSE,,finalized,3,6/4/14 21:31,CPG,0.6507,yes,1,website_yes_match,1,,FALSE,5/28/14 20:04,3,470787942,finalized,United States,,Anheuser-Busch InBev,,http://ab-inbev.com/,yes,,1,,http://www.ab-inbev.com/,0.6522,1,www.ab-inbev.com,
474824214,FALSE,,finalized,3,6/4/14 9:09,Retail,0.362,yes,1,website_yes_match,1,,FALSE,5/28/14 18:15,4,470787465,finalized,United States,,Abbott Laboratories,,http://abbott.com/,yes,,1,,http://www.abbott.com/index.htm,0.488,1,http://www.abbott.com/,
474824215,FALSE,,finalized,3,6/3/14 6:07,Other,0.6203,yes,1,website_yes_match,1,,FALSE,5/28/14 18:24,4,470787464,finalized,United Kingdom,,Abbott Diabetes Care - United Kingdom,,http://abbottdiabetescare.co.uk/,yes,,1,,http://www.abbottdiabetescare.co.uk/,0.5,1,,
474824216,FALSE,,finalized,3,6/4/14 8:20,Financial Services,0.6865,yes,1,website_yes_match,1,,FALSE,5/28/14 18:35,4,470787468,finalized,United States,,ABC (agency),,http://abcagencyinc.com/,yes,,1,,http://www.abcagencyinc.com/,0.5143,0.7714,,
474824217,FALSE,,finalized,3,6/4/14 22:37,Travel,0.7216,yes,1,website_yes_match,1,,FALSE,5/28/14 20:08,3,470790560,finalized,United Kingdom,,Greater Anglia Rail - United Kingdom,,http://abelliogreateranglia.co.uk/,yes,,0.6667,,http://www.abelliogreateranglia.co.uk/,0.2222,0.6667,http://www.greateranglia.co.uk/,
474824218,FALSE,,finalized,3,6/4/14 7:46,Travel,0.6846,yes,1,website_yes_match,1,,FALSE,5/28/14 18:22,3,470787475,finalized,Germany,,Abitreff.de - Germany,,http://abitreff.de/,yes,,1,,http://www.abitreff.de/,0.6667,1,www.abitreff.de,
474824219,FALSE,,finalized,3,6/4/14 22:59,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:33,3,470787477,finalized,United States,,About.com,,http://about.com/,yes,,1,,http://www.about.com/,0.64,1,www.about.com,
474824220,FALSE,,finalized,3,6/4/14 23:47,Other,0.6873,yes,1,website_yes_match,1,,FALSE,5/28/14 21:15,3,470787479,finalized,Germany,,ABW Agentur f?r Kommunikation GmbH - Germany,,http://abw.de/,yes,,0.7158,,http://www.abw.de/,0.2712,0.7158,http://www.abw.de/de/index.html,
474824221,FALSE,,finalized,3,6/4/14 15:38,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:45,3,470787480,finalized,United States,,AcademixDirect,,http://academixdirect.com/,yes,,1,,http://www.academixdirect.com/,1,1,www.acedemixdirect.com,
474824222,FALSE,,finalized,3,6/4/14 22:05,Other,0.6626,yes,1,website_yes_match,1,,FALSE,5/28/14 20:59,3,470787485,finalized,Germany,,Accenture Germany,,http://accenture.com/,yes,,1,,http://www.accenture.com,0.3642,0.6879,www.accenture.com,
474824223,FALSE,,finalized,3,6/4/14 23:39,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:40,3,470787488,finalized,Italy,,Accenture - Italy,,http://accenture.com/it-it/Pages/,yes,,1,,http://www.accenture.com/it-it/Pages/index.aspx,0.6538,1,www.accenture.it,
474824224,FALSE,,finalized,3,6/4/14 13:54,Financial Services,0.6557,yes,1,website_yes_match,1,,FALSE,5/28/14 20:51,3,470787489,finalized,United States,,Access Development,,http://accessdevelopment.com/,yes,,1,,http://www.accessdevelopment.com/,1,1,,
474824225,FALSE,,finalized,3,6/4/14 21:51,Financial Services,0.686,yes,1,website_yes_match,1,,FALSE,5/28/14 19:06,3,470787490,finalized,United Kingdom,,Access Prepaid,,http://accessprepaidworldwide.com/,yes,,1,,http://www.accessprepaidworldwide.com/,0.623,1,http://accessprepaidworldwide.com/,
474824226,FALSE,,finalized,3,6/4/14 14:46,Travel,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:23,3,470787497,finalized,France,,Accor Hotels - France,,http://accor.com/fr/accueil-allemagne.html,yes,,1,,http://www.accor.com/fr/accueil-allemagne.html,0.3462,0.3462,,
474824227,FALSE,,finalized,3,6/4/14 10:07,Travel,0.6444,yes,1,website_yes_match,1,,FALSE,5/28/14 19:25,3,470787494,finalized,,,Accordian,,http://accordianhotel.com/,yes,,0.7083,,http://www.accordianhotel.com/,0.2656,0.375,,
474824228,FALSE,,finalized,3,6/4/14 15:02,Travel,0.6698,yes,1,website_yes_match,1,,FALSE,5/28/14 21:58,3,470787495,finalized,United States,,Accor Hotels,,http://accorhotels.com.au/,yes,,1,,http://www.accorhotels.com/gb/czech-republic-slovakia-hungary-romania/index.shtml,0.3333,0.6667,http://www.motel6.com/default.aspx,
474824229,FALSE,,finalized,3,6/4/14 21:57,Retail,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:51,3,470787506,finalized,Spain,,Acer - Spain,,http://acer.es/ac/es/ES/content/,yes,,1,,http://www.acer.es/ac/es/ES/content/home,0.6923,0.6923,www.acer.es,
474824230,FALSE,,finalized,3,6/3/14 15:00,Retail,0.6268,yes,1,website_yes_match,1,,FALSE,5/28/14 19:25,4,470790494,finalized,France,,Godot & Fils -France,,http://achat-or-et-argent.fr/,yes,,1,,http://www.achat-or-et-argent.fr/,1,1,,
474824231,FALSE,,finalized,3,6/4/14 15:43,CPG,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:30,3,470787508,finalized,United States,,ACH Food Companies,,http://achfood.com/,yes,,1,,http://www.achfood.com/,0.6667,1,http://www.achfood.com/,
474824232,FALSE,,finalized,3,6/4/14 22:11,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 22:21,3,470787509,finalized,United States,,Achievers,,http://achievers.com/,yes,,1,,http://www.achievers.com/,1,1,achievers.com,
474824233,FALSE,,finalized,3,6/4/14 22:25,Retail,0.6212,yes,1,website_yes_match,1,,FALSE,5/28/14 18:27,3,470787450,finalized,United States,,A.C. Moore Arts & Crafts,,http://acmoore.com/,yes,,1,,http://www.acmoore.com/,0.6667,1,www.acmoore.com,
474824234,FALSE,,finalized,3,6/3/14 3:44,Other,0.6615,yes,1,website_yes_match,1,,FALSE,5/28/14 18:03,3,470787518,finalized,United States,,acquia,,http://acquia.com/,yes,,1,,http://www.acquia.com/,1,1,acquia.com,
474824235,FALSE,,finalized,3,6/4/14 15:29,Retail,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:51,3,470787522,finalized,Germany,,ACT Europe GmbH - Germany,,http://acteurope.de/,yes,,1,,http://www.acteurope.de/,1,1,,
474824236,FALSE,,finalized,3,6/3/14 14:14,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:07,3,470787523,finalized,United States,,ActionX,,http://actionx.com/,yes,,1,,http://www.actionx.com/index.html,0.6667,1,,
474824237,FALSE,,finalized,3,6/4/14 8:14,Other,0.7143,yes,1,website_yes_match,1,,FALSE,5/28/14 18:34,3,470787527,finalized,Germany,,active performance GmbH - Germany,,http://active-performance.de/,yes,,1,,http://www.active-performance.de/,0.7,1,http://www.active-performance.de,
474824238,FALSE,,finalized,3,6/4/14 7:14,Other,0.7273,yes,1,website_yes_match,1,,FALSE,5/28/14 21:55,3,470787525,finalized,United States,,Active International,,http://activeinternational.com/,yes,,1,,http://www.activeinternational.com/,0.375,0.7083,www.activeinternational.com,
474824239,FALSE,,finalized,3,6/4/14 10:06,Other,0.6774,yes,1,website_yes_match,1,,FALSE,5/28/14 20:18,3,470787526,finalized,United States,,Active International,,http://activeinternational.com/,yes,,1,,http://www.activeinternational.com/,1,1,http://www.activeinternational.com/,
474824240,FALSE,,finalized,3,6/5/14 0:11,Other,0.6461,yes,1,website_yes_match,1,,FALSE,5/28/14 17:50,3,470787528,finalized,United States,,Activision Publishing,,http://activision.com/,yes,,1,,http://www.activision.com/,0.6538,1,www.activision.com,
474824241,FALSE,,finalized,3,6/4/14 14:32,Auto,1,yes,1,website_yes_match,1,,FALSE,5/28/14 17:35,3,470787529,finalized,United States,,Acura,,http://acura.com/,yes,,1,,http://www.acura.com/,1,1,http://www.acura.com/,
474824242,FALSE,,finalized,3,6/4/14 21:51,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:58,3,470791241,finalized,Germany,,J&J Acuvue - Germany,,http://acuvue.com/country-list/,yes,,0.64,,http://www.acuvue.com/country-list,0.2304,0.36,,
474824243,FALSE,,finalized,3,6/2/14 19:52,Other,0.6848,yes,1,website_yes_match,1,,FALSE,5/28/14 21:47,3,470787532,finalized,United States,,Acxiom Corporation,,http://acxiom.com/,yes,,1,,http://www.acxiom.com/,1,1,www.acxiom.com,
474824244,FALSE,,finalized,3,6/4/14 8:51,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:52,3,470787537,finalized,United Kingdom,,Ad2one - United Kingdom,,http://ad2onegroup.com/,yes,,1,,http://www.ad2onegroup.com/,0.6667,0.6667,,
474824245,FALSE,,finalized,3,6/4/14 19:01,Auto,0.6543,yes,1,website_yes_match,1,,FALSE,5/28/14 20:42,3,470787539,finalized,Germany,,ADAC - Germany,,http://adac.de/,yes,,1,,http://www.adac.de/,1,1,,
474824246,FALSE,,finalized,3,6/4/14 22:45,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:00,3,470787538,finalized,,,Adacado,,http://adacado.com/,yes,,1,,http://www.adacado.com/,0.6538,1,www.adacado.com,
474824247,FALSE,,finalized,3,6/4/14 15:26,Retail,0.6604,yes,1,website_yes_match,1,,FALSE,5/28/14 18:32,3,470787546,finalized,Germany,,AdAnt Media GmbH - Germany,,http://adantmedia.com/,yes,,1,,http://www.adantmedia.com/,0.6667,1,www.adantmedia.com,
474824248,FALSE,,finalized,3,6/4/14 10:00,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:25,3,470787547,finalized,United States,,Adap.TV,,http://adap.tv/,yes,,1,,http://www.adap.tv/,0.6923,1,http://adap.tv/,
474824249,FALSE,,finalized,3,6/4/14 9:07,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:17,3,470787548,finalized,United States,,AdaptaMed,,http://adaptamed.com/,yes,,1,,http://www.adaptamed.com/,0.6522,1,http://www.adaptamed.com/,
474824250,FALSE,,finalized,3,6/4/14 22:36,Financial Services,0.3488,yes,1,website_yes_match,1,,FALSE,5/28/14 21:36,3,470787549,finalized,United States,,Adaptive Affinity Ltd. - United States,,http://adaptiveaffinity.com/,yes,,1,,http://www.adaptiveaffinity.com/,0.6522,1,www,
474824251,FALSE,,finalized,3,6/3/14 18:41,Other,0.6364,yes,1,website_yes_match,1,,FALSE,5/28/14 17:46,3,470787551,finalized,,,Adaptive Media,,http://adaptivem.com/,yes,,1,,http://www.adaptivem.com/,0.36,1,adaptivem.com,
474824252,FALSE,,finalized,3,6/4/14 13:25,Other,0.6469,yes,1,website_yes_match,1,,FALSE,5/28/14 22:36,3,470787550,finalized,United States,,Adaptive Marketing,,http://adaptivemarketing.in/,yes,,1,,http://www.adaptivemarketing.com/,0.3636,0.6364,,
474824253,FALSE,,finalized,4,6/2/14 23:29,Other,0.5085,yes,1,website_yes_match,1,,FALSE,5/28/14 19:54,3,470787554,finalized,Germany,,AdBroker GmbH - Germany,,http://adbroker.de/,yes,,1,,http://www.adbroker.de/,0.7143,1,www.adbroker.de,
474824254,FALSE,,finalized,3,6/4/14 1:34,Other,0.7459,yes,1,website_yes_match,1,,FALSE,5/28/14 18:05,3,470787557,finalized,,,Adclick - Brazil,,http://adclickint.com/en/,yes,,1,,http://www.adclickint.com/en/,1,1,,
474824255,FALSE,,finalized,3,6/3/14 13:06,Other,0.6571,yes,1,website_yes_match,1,,FALSE,5/28/14 20:27,3,470794566,finalized,United States,,The Ad Club,,http://adclub.org/,yes,,1,,http://www.adclub.org/,0.6923,1,http://www.adclub.org/,
474824256,FALSE,,finalized,3,6/3/14 23:55,Other,0.697,yes,1,website_yes_match,1,,FALSE,5/28/14 18:26,4,470787560,finalized,United States,,adConductor - NYC,,http://adconductor.com/,yes,,0.7714,,http://www.adconductor.com/,0.3967,0.5143,http://www.adconductor.com/,
474824257,FALSE,,finalized,3,6/4/14 10:41,Other,0.6453,yes,1,website_yes_match,1,,FALSE,5/28/14 18:41,3,470787565,finalized,United Kingdom,,AdConnection Ltd - United Kingdom,,http://adconnection.co.uk/,yes,,1,,http://www.adconnection.co.uk/,0.6667,1,http://www.adconnection.co.uk/,
474824258,FALSE,,finalized,3,6/4/14 12:10,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:49,3,470787570,finalized,,,Addictive Mobility,,http://addictivemobility.com/,yes,,1,,http://www.addictivemobility.com/,1,1,,
474824259,FALSE,,finalized,3,6/5/14 0:26,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:52,3,470787451,finalized,United States,,A.D.D. Marketing,,http://addmarketing.com/,yes,,1,,http://www.addmarketing.com/,1,1,,
474824260,FALSE,,finalized,3,6/4/14 13:30,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 17:27,3,470787575,finalized,United States,,AddThis,,http://addthis.com/,yes,,1,,http://www.addthis.com/,1,1,http://www.addthis.com,
474824261,FALSE,,finalized,3,6/4/14 10:25,Other,0.679,yes,1,website_yes_match,1,,FALSE,5/28/14 22:11,3,470787577,finalized,Germany,,Adecco - Germany,,http://adecco.de/,yes,,1,,http://www.adecco.de/,0.6923,0.6923,,
474824262,FALSE,,finalized,3,6/4/14 14:01,Other,0.6822,yes,1,website_yes_match,1,,FALSE,5/28/14 21:49,3,470789285,finalized,,,CuboCC - Brazil,,http://cubo.cc/,yes,,1,,http://www.adeevee.com/agencies/show/cubocc-sao-paulo-brazil/,0.3462,0.6538,,
474824263,FALSE,,finalized,3,6/3/14 10:05,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:35,3,470792400,finalized,United Kingdom,,MPG - United Kingdom,,http://mpg.webix.co.uk/,yes,,0.6667,,http://www.adeevee.com/agencies/show/mpg-london-united-kingdom/,0.2222,0.3333,http://www.mpg-uk.com/,
474824264,FALSE,,finalized,3,6/4/14 7:23,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:09,3,470787581,finalized,,,Adelphic Mobile,,http://adelphic.com/,yes,,1,,http://www.adelphic.com/,0.6538,1,http://adelphic.com/,
474824265,FALSE,,finalized,3,6/3/14 14:24,Financial Services,0.3646,yes,1,website_yes_match,1,,FALSE,5/28/14 20:45,3,470787586,finalized,Ireland,,Ad Force,,http://adforcequincy.com/,yes,,1,,http://www.adforcequincy.com/,0.3462,0.3462,,
474824266,FALSE,,finalized,3,6/4/14 13:23,Retail,0.7211,yes,1,website_yes_match,1,,FALSE,5/28/14 21:45,3,470787588,finalized,Germany,,adidas AG - Germany,,http://adidas-group.com/,yes,,1,,http://www.adidas-group.com/,0.3462,0.6923,www.adidas-group.com,
474824267,FALSE,,finalized,3,6/4/14 11:36,Other,0.6681,yes,1,website_yes_match,1,,FALSE,5/28/14 18:20,3,470787593,finalized,Germany,,adisfaction AG - Germany,,http://adisfaction.de/,yes,,1,,http://www.adisfaction.de/,0.6538,1,adisfaction.de,
474824268,FALSE,,finalized,3,6/4/14 8:38,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 17:55,4,470787595,finalized,United Kingdom,,AdJug,,http://adjug.com/,yes,,1,,http://www.adjug.com/,0.7273,1,www.adjug.com,
474824269,FALSE,,finalized,3,6/4/14 22:13,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 17:53,3,470787597,finalized,Italy,,AdKaora - Italy,,http://adkaora.com/,yes,,1,,http://www.adkaora.com/,1,1,,
474824270,FALSE,,finalized,3,6/4/14 10:32,Other,0.6829,yes,1,website_yes_match,1,,FALSE,5/28/14 19:52,5,470787600,finalized,United States,,AdKnowledge,,http://adknowledge.com/,yes,,1,,http://www.adknowledge.com/,0.5435,1,adknowledge.com,
474824271,FALSE,,finalized,3,6/4/14 23:15,Other,0.7059,yes,1,website_yes_match,1,,FALSE,5/28/14 21:02,3,470787613,finalized,Netherlands,,AdMerge - AdLantic Online Advertising B.V. - Netherlands,,http://adlantic.nl/,yes,,0.6627,,http://www.adlantic.nl/,0.2235,0.6627,www.AdMerge.nl,
474824272,FALSE,,finalized,3,6/4/14 22:26,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:10,3,470787619,finalized,Italy,,ADM s.r.l. - Italy,,http://admcom.it/,yes,,1,,http://www.admcom.it/,0.36,0.68,http://www.admperformance.net/,
474824273,FALSE,,finalized,3,6/5/14 0:23,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:00,4,470787610,finalized,Germany,,Admedia - Germany,,http://ad-media.de/,yes,,0.7879,,http://www.admedia-reha.de/,0.2149,0.5152,,
474824274,FALSE,,finalized,3,6/5/14 0:14,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:51,3,470787611,finalized,United States,,Admeld,,http://admeld.com/,yes,,1,,http://www.admeld.com/,0.7391,1,www.admeld.com,
474824275,FALSE,,finalized,4,6/5/14 0:37,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:13,3,470787614,finalized,United Kingdom,,AdMetrics Media Ltd - United Kingdom,,http://admetricsmedia.com/,yes,,1,,http://www.admetricsmedia.com/,1,1,,
474824377,FALSE,,finalized,3,6/4/14 13:41,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 18:31,3,470787625,finalized,Germany,,adnologies GmbH - Germany,,http://adnologies.com/,yes,,1,,http://www.adnologies.com/,0.6667,1,http://www.adnologies.com,
474824378,FALSE,,finalized,3,6/4/14 22:01,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:31,3,470787626,finalized,Turkey,,Adnomia - Turkey,,http://adnomia.com/,yes,,1,,http://www.adnomia.com/,0.3391,1,http://www.adnomia.com/,
474824379,FALSE,,finalized,3,6/4/14 13:52,Other,0.7241,yes,1,website_yes_match,1,,FALSE,5/28/14 18:37,3,470787630,finalized,Germany,,Adobe Nordics - Germany,,http://adobe.com/,yes,,1,,http://www.adobe.com/,0.6923,1,,
474824380,FALSE,,finalized,3,6/3/14 15:46,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:28,3,470787628,finalized,Germany,,Adobe - Germany,,http://adobe.com/de/,yes,,1,,http://www.adobe.com/de/,0.68,1,adobe.com,
474824381,FALSE,,finalized,3,6/4/14 12:30,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 20:17,3,470787629,finalized,Italy,,Adobe - Italy,,http://adobe.com/it/,yes,,1,,http://www.adobe.com/it/,0.64,1,www.adobe.it,
474824382,FALSE,,finalized,3,6/4/14 11:25,Other,0.7098,yes,1,website_yes_match,1,,FALSE,5/28/14 20:32,3,470787631,finalized,,,Adometry,,http://adometry.com/,yes,,1,,http://www.adometry.com/,0.6484,1,,
474824383,FALSE,,finalized,3,6/3/14 16:57,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 21:50,3,470787633,finalized,France,,adopteunmec - France,,http://adopteunmec.com/,yes,,1,,http://www.adopteunmec.com/,0.6382,1,,
474824384,FALSE,,finalized,3,6/4/14 0:54,Other,1,yes,1,website_yes_match,1,,FALSE,5/28/14 19:04,3,470787638,finalized,Netherlands,,Adperium BV - Netherlands,,http://adperium.com/,yes,,1,,http://www.adperium.com/,1,1,,
